Estado, Sul , Norte , Leste , Oeste , Pegar Passageiro , Deixar Passageiro 
86,-0.75,-0.5,-0.875,-0.5,-0.75,-5.0
87,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,-0.5,-0.75,0.0,-0.975,-7.5,-5.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0
98,-0.5,0.0,-0.75,-0.5,-5.0,-0.5
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,-0.5,0.0,0.0,-0.75,0.0,-5.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0
106,-0.75,-1.3875000000000002,-0.75,-1.1625,-9.712499999999999,-9.6
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0
112,-0.875,-0.5,-0.75,-0.5,0.0,-5.0
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,-0.5,0.0,-0.5,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,-0.5,0.0,0.0,0.0,-5.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,-0.75,-0.75,-0.875,-0.5,-7.5,-8.75
122,0.0,-0.5,0.0,0.0,-5.0,-5.0
123,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,-1.3875000000000002,-1.1625,-1.426875,-1.0875,-9.239374999999999,-9.70125
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,-1.1,-0.5,-0.5,0.0,-5.0,-8.75
133,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,-0.75,0.0,-0.5,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0
138,-0.5,-0.75,-0.5,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,-0.5,-0.5,-1.364375,-0.5,0.0,-5.0
142,-0.5,-0.75,-0.5,0.0,0.0,-5.0
143,0.0,-1.1,-0.9375,-0.984375,-9.6875,-8.75
144,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0
146,-0.875,-0.875,-0.975,-1.490625,-10.278125000000001,-10.56171875
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0
152,-0.9375,-1.33125,-1.1,-1.2125,-9.9375,-10.08125
153,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,-0.5,-0.5,-0.75,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0
158,-0.75,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,-0.96875,-0.725,-1.3875000000000002,-0.875,-5.0,-9.6875
162,-1.325,-1.1,-0.725,-0.75,-7.5,-5.0
163,-0.5,-0.9375,-0.875,-0.875,-5.0,-7.5
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0
166,-0.5,-1.475,-0.96875,-1.4187500000000002,-9.6,-9.712499999999999
167,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,-0.875,-0.96875,-0.75,-1.38125,-7.725,-5.0
173,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,-0.5,-0.875,-0.5,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,-0.5,0.0,-0.5,-0.5,-5.0,-5.0
179,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0
181,-0.875,-1.67625,-1.5,-1.1625,-10.1375,-10.5265625
182,-0.9375,-0.975,-0.5,-0.875,-5.0,-9.375
183,-0.5,-1.6875,-0.5,-0.5,0.0,-8.75
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0
186,-0.5,-0.75,-0.75,-1.30625,-5.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0
192,-1.1,0.0,-0.5,-0.725,0.0,-5.0
193,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0
196,-0.75,0.0,0.0,-0.5,-5.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,-0.5,0.0,-0.5,0.0,-9.375
199,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,-1.0875,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,-0.75,-1.25625,-0.875,0.0,-7.5
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0
212,-0.5,-0.96875,-0.5,0.0,-5.0,-7.5
213,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
216,-0.5,-0.75,-0.75,-0.5,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,-0.875,0.0,-0.75,0.0,-5.0,-7.5
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,-1.53125,-0.875,-1.1,-0.5,-9.9125,-7.5
222,-0.5,-0.5,0.0,0.0,-5.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
226,-0.75,-1.494375,-0.875,-0.875,-5.0,-8.75
227,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0
232,-0.75,-0.5,-0.875,-0.75,-8.75,-5.0
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,-0.5,-0.5,-0.5,-0.75,-7.5,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,-0.75,-0.875,-0.75,-5.0,-8.75
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,-1.2125,-0.75,-0.75,-0.9375,-9.6,-7.5
242,-0.5,-0.5,-0.975,-0.75,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,-1.1,-1.0875,-0.5,-0.75,0.0,-8.75
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,-0.875,-0.5,-1.3781249999999998,-0.975,-10.024999999999999,-5.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,-0.5,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0
258,-0.875,-0.5,-0.75,-0.875,-7.5,-8.975
259,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,-0.875,-0.5,-1.1625,-7.5,-5.0
262,-0.96875,-1.07625,-0.75,-0.875,-8.975,-5.0
263,-0.975,-0.75,-0.5,0.0,-7.5,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0
266,-0.875,-1.1,-0.75,-0.5,-7.5,-5.0
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0
272,-0.9375,-1.33359375,-0.5,-0.75,-9.712499999999999,-9.712499999999999
273,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0
276,-0.5,-0.5,-0.5,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0
278,-0.75,-0.5,0.0,-1.0875,-8.75,-5.0
279,0.0,0.0,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0
281,-0.5,-1.1,-0.875,-0.5,0.0,-9.6875
282,-0.75,-1.19375,-0.875,-0.8375,-5.0,-5.0
283,-0.5,0.0,0.0,-0.75,0.0,-5.0
284,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0
286,-1.2125,-0.5,-0.9375,-0.96875,-9.84375,-7.5
287,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0
292,-0.875,-0.5,-0.875,-0.75,-9.6,-7.5
293,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0
296,-0.5,-0.75,0.0,-0.75,-5.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0
312,-2.1774365234374997,-0.75,-1.43203125,-1.3296875,-8.975,-9.087499999999999
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,-0.75,0.0,-0.5,-5.0,-7.5
317,0.0,0.0,0.0,0.0,0.0,0.0
318,-0.5,-0.75,-0.5,0.0,0.0,-7.5
319,0.0,0.0,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0,0.0,0.0
321,-1.62890625,-1.1625,-1.2125,-1.475,-10.568750000000001,-8.75
322,0.0,0.0,-0.5,-0.75,-7.5,-8.75
323,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0
326,-1.275,-1.275,-1.1,-0.975,-7.5,-9.825
327,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0
332,-0.975,-0.75,-0.5,0.0,-5.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0
336,-0.5,-0.5,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0
338,0.0,-0.5,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0
341,-0.75,-0.875,-1.19375,-1.325,-10.024999999999999,-8.75
342,0.0,-0.75,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0
346,-0.75,-0.5,-1.275,-1.33125,-8.975,-9.712499999999999
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0,0.0,0.0
352,-0.875,-0.875,-0.5,0.0,-7.5,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0,0.0,0.0
358,0.0,-0.75,-0.75,-0.5,-7.5,-7.5
359,0.0,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0,0.0,0.0
361,-1.6859375,0.0,-0.975,-0.5,-9.375,-5.0
362,-1.3781249999999998,-1.4343750000000002,-0.5,-1.22109375,-10.2201171875,-5.0
363,-1.275,-0.875,-0.5,-0.975,-7.5,-8.975
364,0.0,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0
366,0.0,-0.5,-1.1625,0.0,-5.0,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0,0.0
372,-0.9375,-0.9375,-0.5,-0.5,0.0,-8.75
373,0.0,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0,0.0
376,-0.5,0.0,-0.5,0.0,0.0,-5.0
377,0.0,0.0,0.0,0.0,0.0,0.0
378,0.0,-0.75,0.0,0.0,0.0,-5.0
379,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0
381,-1.589375,-0.75,-0.975,-0.5,-7.725,-7.5
382,-1.68,-0.75,-0.5,-0.975,-5.0,-7.725
383,-0.75,-0.5,-0.5,-0.5,-7.5,-5.0
384,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0
386,-0.75,-0.984375,-1.30625,-0.5,-8.975,-10.265625
387,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0,0.0,0.0
392,-1.44375,-0.875,-0.875,0.0,-9.921875,-9.6875
393,0.0,0.0,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,-0.75,-0.75,0.0,-5.0,0.0
397,0.0,0.0,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0.0,0.0,0.0
399,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.0,-0.5,0.0,-0.5,0.0
409,0.0,0.0,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0
412,-2.164924063682556,-1.42181396484375,-2.198712373971939,-2.207513122558594,-11.184394478052855,-11.19390240713954
413,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,-0.5,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0,0.0,0.0
418,-0.5,0.0,0.0,0.0,-5.0,10.0
419,0.0,0.0,0.0,0.0,0.0,0.0
420,0.0,0.0,0.0,0.0,0.0,0.0
421,-1.19375,-1.625,-0.75,-1.63125,-10.651171875000001,-10.4765625
422,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0
426,-1.3312499999999998,-1.53125,-0.5,-1.2125,-5.0,-9.087499999999999
427,0.0,0.0,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0,0.0,0.0
432,-0.975,-0.875,-1.1625,-1.5,-7.725,-9.88125
433,0.0,0.0,0.0,0.0,0.0,0.0
434,0.0,0.0,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0,0.0,0.0
436,-0.5,-0.5,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.0,0.0,0.0
439,0.0,0.0,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,0.0,0.0,0.0
441,-0.5,-0.75,-0.975,-1.25625,-5.0,-9.375
442,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,0.0,0.0,0.0
445,0.0,0.0,0.0,0.0,0.0,0.0
446,-0.75,-0.725,0.0,-0.975,-9.375,-5.0
447,0.0,0.0,0.0,0.0,0.0,0.0
448,0.0,0.0,0.0,0.0,0.0,0.0
449,0.0,0.0,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0,0.0,0.0
451,0.0,0.0,0.0,0.0,0.0,0.0
452,-0.75,-0.75,-0.975,-1.53125,-10.06875,-8.75
453,0.0,0.0,0.0,0.0,0.0,0.0
454,0.0,0.0,0.0,0.0,0.0,0.0
455,0.0,0.0,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,0.0,0.0,0.0
458,0.0,0.0,0.0,0.0,0.0,0.0
459,0.0,0.0,0.0,0.0,0.0,0.0
460,0.0,0.0,0.0,0.0,0.0,0.0
461,-1.7906250000000001,-0.984375,-1.9203125,-1.8364959716796876,-9.36875,-10.638281249999999
462,-0.5,-0.96875,-1.683125,-0.975,-7.725,-8.75
463,-0.75,-1.30625,-0.75,-0.975,-9.0875,-5.0
464,0.0,0.0,0.0,0.0,0.0,0.0
465,0.0,0.0,0.0,0.0,0.0,0.0
466,0.0,0.0,0.0,0.0,0.0,0.0
467,0.0,0.0,0.0,0.0,0.0,0.0
468,0.0,0.0,0.0,0.0,0.0,0.0
469,0.0,0.0,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0,0.0,0.0
472,-1.5,-0.96875,-1.5,-1.325,-0.75,-10.49765625
473,0.0,0.0,0.0,0.0,0.0,0.0
474,0.0,0.0,0.0,0.0,0.0,0.0
475,0.0,0.0,0.0,0.0,0.0,0.0
476,0.0,-0.5,0.0,0.0,0.0,-0.975
477,0.0,0.0,0.0,0.0,0.0,0.0
478,0.0,0.0,0.0,0.0,0.0,0.0
479,0.0,0.0,0.0,0.0,0.0,0.0
480,0.0,0.0,0.0,0.0,0.0,0.0
481,-1.2125,-1.2125,-1.99625,-1.832421875,-10.670468750000001,-9.464375
482,-1.985390625,-1.3624999999999998,-1.42625,-1.275,-10.581875,-7.8375
483,-0.5,-0.5,0.0,-1.2125,-7.5,-7.5
484,0.0,0.0,0.0,0.0,0.0,0.0
485,0.0,0.0,0.0,0.0,0.0,0.0
486,0.0,-0.975,-0.5,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0,0.0,0.0
492,-0.975,-0.875,-0.75,-1.475,-10.315624999999999,-7.725
493,0.0,0.0,0.0,0.0,0.0,0.0
494,0.0,0.0,0.0,0.0,0.0,0.0
495,0.0,0.0,0.0,0.0,0.0,0.0
