Estado, Sul , Norte , Leste , Oeste , Pegar Passageiro , Deixar Passageiro 
115,0.0,0.0,0.0,0.0,0.0,0.0
116,11.769636557828544,17.0,11.866950592881222,14.292521076228148,5.298419193844331,5.297370718064747
117,4.348906999999999,1.0301788891226815,3.374476880731842,2.7190085234842236,-6.128908593935391,-6.47210283721924
118,11.870000000000001,7.082085350534452,7.607230730765359,7.888142573488389,0.40167211914062656,0.09215240531380431
119,5.94323,1.9940019498967403,4.467988251865729,3.5123012657657573,-4.733163262521723,-5.047560911093779
120,0.0,0.0,0.0,0.0,0.0,0.0
121,-3.005853062840276,-3.5711263838873437,-2.292513907240169,-0.5856821173000011,-10.857167189647786,-11.125662147426114
122,0.2765296881079089,4.348906999999999,2.798986663847086,3.831853440195557,-9.124005966210937,-6.484878595905354
123,-4.286680675654297,0.45962842768854106,-4.157581539798828,-4.114578281923828,-11.148309498101614,-10.830548742206721
124,-3.823266037413639,-5.27829421895071,-4.938798051432025,-5.234894924174538,-13.892475298535869,-13.501000757677918
125,0.0,0.0,0.0,0.0,0.0,0.0
126,-3.825572900861898,-6.0108308475790615,-6.644587379533727,-6.559267226597112,-14.151686100546428,-14.215408290236631
127,-1.5271140780471621,-4.220573756649878,-4.906508688276167,-4.8847002273249,-13.097334454319778,-12.720948446807862
128,1.5445956203011888,-3.6587965405237286,-4.797122270123362,-4.634979330338906,-13.77332316622912,-13.189929687369009
129,-6.1850042364105455,-6.098911782594445,-5.382545528749871,-2.3783824880037825,-13.335859514628028,-14.122561786310207
130,0.0,0.0,0.0,0.0,0.0,0.0
131,-1.527113908085573,-5.159659608282201,-3.890694460504765,-5.03324025057743,-12.329911692513733,-11.2637701171875
132,-2.375559317161572,-5.543373404971928,-5.434946664328652,-5.489563007212828,-13.879542912992882,-12.433447879394532
133,-0.586850716684584,-5.093084298145035,-4.969408463407524,-4.923989807295791,-10.484766875,-10.858561942711425
134,-2.3744028218164295,-6.4450684362728285,-4.839641434849337,-6.561171933798285,-13.238353352186875,-14.254400919165153
135,0.0,0.0,0.0,0.0,0.0,0.0
136,6.282804443359376,6.774603292651963,-0.975,14.29999258036797,-5.0,-1.666419678157109
137,5.940969329365746,-3.390224188476563,-3.4572240136718753,-3.2976528625488286,-11.949957539062499,-8.282469169814197
138,9.682981566882965,-2.258015625,-2.262190625,-2.3739609374999997,-11.386771875,-7.93875
139,7.7097796157942415,-2.4332941406249997,-0.4267445572890711,0.7462188694333518,-10.923804687499999,-7.995
140,0.0,0.0,0.0,0.0,0.0,0.0
141,-3.137030026223699,-5.600424251252846,-5.508662961389717,-5.411200000383729,-13.449921470192788,-13.921430608560224
142,0.4603531995523804,-3.1517547028380672,-3.417800294936605,-4.820519910419602,-9.4925,-13.15516110886963
143,-2.3744081993499044,-5.474981399478116,-5.507657294429054,-5.327280298604462,-13.63562629878656,-13.683043390936074
144,-4.35261648817999,-4.293389416624359,-1.7962334496658539,-4.473804443677735,-13.425464627616211,-13.020396740416015
145,0.0,0.0,0.0,0.0,0.0,0.0
146,-5.795412640319665,-3.560501913995462,-1.556294209011008,-5.577157024064602,-11.66840223828125,-8.045625000000001
147,-4.327336059052308,-0.14903101441582856,1.6226146699999986,-0.6508321500399454,-12.798725666202394,-10.980996697226892
148,0.4603523495132239,-5.041463714701182,-5.216406338857794,-2.888559673515929,-13.923141987379172,-13.44010974197208
149,-3.136962292355811,-6.921837253651452,-5.681853117990847,-6.74707696693038,-14.904023795473272,-13.813035360391675
150,0.0,0.0,0.0,0.0,0.0,0.0
151,-2.374402588160522,-4.812299078284414,-4.776134389773928,-5.461930038924949,-13.868173957174857,-13.512608424834902
152,-1.539991972862229,-4.7227647079574435,-4.762831808827094,-4.749371613311756,-13.474327476057406,-11.55626298828125
153,-4.630948698388279,-4.888515419910652,0.45971264032356796,-4.796198470364168,-10.07193125,-11.198498393225666
154,-6.017340280430373,-5.993872583918395,-1.544133436123006,-6.100711504797126,-13.73290988467755,-12.249995527314432
155,0.0,0.0,0.0,0.0,0.0,0.0
156,7.714698249570768,-2.175760019104004,-0.6045048181573784,-2.1606875,-8.07375,-6.516020534765463
157,7.638390087890498,6.100658680164917,11.870000000000001,9.660839940055016,0.6005972554224079,0.6610129068678737
158,7.637261437058691,-3.2274883447265625,-3.29984150390625,-3.416756609375,-11.28037323046875,-12.07221737109375
159,3.357203227996827,-1.683125,9.528317538994681,-2.0103125000000004,-10.5115625,-8.68582104740143
160,0.0,0.0,0.0,0.0,0.0,0.0
161,-3.8232675806269985,-5.67173840466455,-5.3975192085360995,-5.661344068554374,-13.463030215910692,-13.122051582294588
162,-4.780296102121291,-5.032293552433396,-5.082136112241653,-0.5924004113440695,-11.421944042578126,-11.663217966693228
163,-5.429224967434393,-5.56479872497936,-5.510107675881929,-3.167753835348993,-13.436358718701648,-13.773336882668527
164,-4.138526467670593,-3.533792013797423,-0.5856867464683423,-3.582447190463673,-12.373817427734375,-11.674014431152344
165,0.0,0.0,0.0,0.0,0.0,0.0
166,-2.6673353054815045,-0.5856821173000011,-1.999905092155346,-5.290476988104219,-11.49992199003509,-11.160749752490096
167,-3.7854087663574223,2.9140162999999983,-3.35682370153656,-1.513587686388801,-9.819468161268887,-7.983075257133919
168,-5.226124779065674,-5.273181538676847,-5.22829826391575,-0.5971598751386764,-12.501345769180297,-13.172425880158885
169,-6.784513249575795,-6.850668836957409,-6.760000435094371,-3.9099509844393223,-15.005615756836344,-15.325694409179295
170,0.0,0.0,0.0,0.0,0.0,0.0
171,-5.808132340447449,-5.644061080300876,-5.761848093582595,-3.1536670894337924,-13.026739291356087,-12.59695679170321
172,-0.5859743311511149,-4.835865059820433,-4.58279733945135,-4.852773539933629,-12.925214374461305,-13.346829335129456
173,1.622614669993911,-2.491746281553599,-2.5808644278733013,-4.424301844267166,-10.579522420704894,-10.247112969769663
174,-0.585682138539412,-5.944760738579497,-5.818976232709501,-4.163083692561742,-14.388340820514372,-12.024030105715333
175,0.0,0.0,0.0,0.0,0.0,0.0
176,-2.1432656249999997,-2.864638677926636,-2.621373046875,5.942990316398771,-9.2,-10.56171875
177,9.659382539052396,14.063834539038496,14.3,9.666964213711449,2.86429313884007,2.8354232096663816
178,5.938976060131436,-4.047566859804688,-3.278780009765625,-3.35560716796875,-11.668841582519532,-11.2878691015625
179,11.869997857823407,-1.7703125,2.2682904018402104,-1.750625,-1.5302902920939614,-5.7514599609375
180,0.0,0.0,0.0,0.0,0.0,0.0
181,-5.995465160009039,-5.935909748915876,-5.931571486728693,-4.444520734203747,-14.479529579748782,-10.9564296875
182,-5.251552456440608,-5.303998157207605,-5.246126947884743,-1.6690138918685777,-13.17651187972288,-11.896212890625002
183,-3.8371308390312686,-5.858243511579924,-5.7698638331069265,-4.741701152472294,-12.932551023788559,-13.093389093310547
184,-1.7975689642868642,0.4603532029999988,-2.2507418730115725,-1.690050723984604,-11.267843888399028,-12.14925853125
185,0.0,0.0,0.0,0.0,0.0,0.0
186,-5.154627104330391,0.460353143656372,-5.169622259726566,-3.436551391949795,-11.278013324711694,-14.221137672592382
187,-0.8407544197849788,4.34890624410057,-3.0745630859375,-0.8073364577531326,-11.315234375,-12.182380019531251
188,-1.5421118209250846,-5.3605887159784125,-5.2942995868067015,-5.290738865972664,-14.198138616740543,-14.174847659413334
189,-4.450518636567788,-6.901015518755951,-6.895215681187535,-6.816521344443313,-15.046126388533082,-15.326513784198147
190,0.0,0.0,0.0,0.0,0.0,0.0
191,-3.8234066065012344,-5.942582902554015,-5.921729995228171,-5.877448480060959,-14.453937422202692,-14.406224550064405
192,-4.542121018152863,-4.563950504892756,-4.317390082189871,-1.5592913214980653,-12.557294970382813,-12.993692660610352
193,-4.446586830599488,-4.589847319071185,-4.709115127571262,0.4596099030703463,-13.359228329378062,-11.249826730546875
194,-1.5405159990649897,-5.7801598074331295,-5.780157689474649,-5.840843968989656,-13.443568517883524,-13.549124962390856
195,0.0,0.0,0.0,0.0,0.0,0.0
196,4.348906999999999,-0.465190468523361,1.6340774927568698,4.219945214515084,-6.393132786887951,-8.181722649873322
197,11.869946646586492,17.0,14.287930011749244,11.857299864006357,5.287112832069398,5.279847288131714
198,4.348906999999999,0.48484539460414366,-3.863773354365234,1.1814358364486284,-6.918175807024642,-7.744230287479984
199,9.683,3.931015304262086,6.574207584818668,9.209521808483144,-9.991644226074218,-4.849062987661362
200,0.0,0.0,0.0,0.0,0.0,0.0
201,-4.935355851328373,-0.5857678053426112,-4.701838265917033,-4.582765083996925,-13.291383815861963,-11.872175767578124
202,-3.7400177676246646,4.348906230016169,-1.1712922823950203,-4.018395491246796,-12.755371527141572,-12.976166452946664
203,-2.873677026277007,0.4603532029999988,-2.7763572631616658,-1.2360185983406735,-9.637111012970777,-9.86095904946406
204,-5.805611879543738,-5.723203345989296,-3.823270225794679,-5.00943863568733,-13.946439930458443,-13.754709718668703
205,0.0,0.0,0.0,0.0,0.0,0.0
206,-6.4438568716930416,-6.586325846405194,-3.8233109647250334,-6.554900394149321,-14.074191335434861,-15.11773613531758
207,-5.070753431165118,-4.9818659401809295,-1.5271363582616302,-4.989083896220171,-14.03363484505864,-12.70760823059082
208,4.348906999999999,1.2329309062018146,0.45140466292878,2.7657825174125685,-6.592572926503259,-9.585594089919425
209,-0.5856821173000011,-2.8008578906632073,-4.145367940703602,-3.734488737149732,-13.92587125446733,-11.043986546741081
210,0.0,0.0,0.0,0.0,0.0,0.0
211,0.4603532029999988,-3.4654052841678658,-2.3472567915564726,-1.612103478369762,-11.496508639493932,-10.050789492414822
212,-5.514742262292034,-5.387368673960545,-2.3744025154895043,-4.2415396829275736,-11.520402468750001,-13.317332211259133
213,-4.824941348426826,-4.833933999131544,-0.5858951521140157,-4.838872384752637,-13.27979266538491,-12.87631233711731
214,-6.454874494694782,-6.647322014921514,-2.3744720124479715,-6.435715144978507,-13.24017905966777,-14.164771361647379
215,0.0,0.0,0.0,0.0,0.0,0.0
216,9.668106224944527,14.3,9.67725334249641,11.869655118914089,2.865575704574586,2.8692717966921086
217,2.890615210132089,2.8704432251691303,5.94323,3.89797280883789,-5.110141015112548,-5.099156672036543
218,14.3,9.681111779550207,9.68274996287159,11.86970925304292,2.869895201665433,2.868380562667481
219,4.292164760667189,4.336849561416026,7.714700000000001,5.9105961476118285,-3.072422455010492,-3.060009044199297
220,0.0,0.0,0.0,0.0,0.0,0.0
221,-3.5458214819563594,-1.5271139055700012,-4.029242988495618,-3.3542809925458443,-11.26576212459462,-11.455132127401225
222,-1.5154518775623638,2.9140162999999983,-0.10391698414691486,0.6632648005487112,-8.674087733692204,-9.796454314658206
223,-4.504749243743691,-1.5787423815260317,-2.927663776597649,-0.5856821173000011,-10.558084979462787,-11.321228814660648
224,-5.4148720884193455,-4.501577971483823,-3.136962263511701,-4.677320071711698,-13.329412100624115,-12.939713752655202
225,0.0,0.0,0.0,0.0,0.0,0.0
226,-6.248175486543104,-6.4939961847302605,-3.136962263746672,-5.380589146847038,-14.29084040883985,-11.23245376171875
227,-3.7760264589364754,-3.5960484949182936,-0.5856821173000172,-4.828181577775075,-11.901808238261884,-11.338814086476297
228,-2.213558445380702,-2.3219941795010266,-0.7917279182880427,2.9140162999999983,-7.591377597772129,-8.901955939828923
229,-3.992254412015088,-5.012285826998742,-6.435337550167457,-1.5271139055700012,-12.28218511523563,-11.807622991793792
230,0.0,0.0,0.0,0.0,0.0,0.0
231,-2.5766312574794408,-3.0116861498953753,-5.2516964284900824,-0.5856821173000011,-10.546964331310862,-13.694057613112964
232,-4.816325971536161,-5.538656755850591,-1.5271139055700385,-3.9707671343791406,-11.73978343618845,-13.47651179177417
233,-4.7284653438322515,-2.3521053263598226,0.46035320299624355,-3.1496802611003574,-10.206736301630428,-9.927339686054136
234,-6.233931090164811,-6.282918035329699,-1.5271139055700278,-6.425735688676944,-12.82615473999751,-13.384778921139617
235,0.0,0.0,0.0,0.0,0.0,0.0
236,7.514560410534857,11.824011058807088,7.714138295781149,11.870000000000001,0.15744490759270557,0.6788040420394978
237,3.9736080845325956,4.226956384003679,7.714700000000001,4.320716139527766,-3.0841174477866407,-3.2874328511167077
238,5.851716162109376,7.555308497013008,7.685220849234016,11.870000000000001,0.6755700087606923,0.29487967666968784
239,5.498602931527566,5.849247522301019,9.683,5.934125181169545,-1.2856018514175886,-2.6941117860979067
240,0.0,0.0,0.0,0.0,0.0,0.0
241,-5.220856915435305,-4.628279351399601,-4.766699220712894,-2.374402515013001,-9.75,-10.43
242,-1.0906762126006493,-2.5239352872386513,-4.351086623514404,1.6226146699999986,-8.78066793006888,-10.776292787865742
243,-4.266430018443138,-4.853965779527961,-3.237279083026663,-1.5271139055700012,-12.588356256534224,-11.69172130275109
244,-4.804554255217788,-4.728851089154925,-2.374402515013001,-3.8837427917608665,-13.350560904243336,-12.314743128039986
245,0.0,0.0,0.0,0.0,0.0,0.0
246,-5.9821271854849645,-5.912800440340341,-2.3744025150130312,-5.026189795779088,-13.797517080764354,-12.769785591864258
247,-4.223777859163818,0.4603532029999988,-1.8631806615249387,-4.224830108979126,-11.278013496261266,-10.327100205502934
248,-5.276082687307808,-3.2270357153559805,-1.6696330379235977,1.6226146699999986,-13.217153586650033,-9.606367984087306
249,-5.221023088781374,-6.519423973571636,-6.404734454581108,-2.374402515013001,-12.217668392023096,-15.010454007514449
250,0.0,0.0,0.0,0.0,0.0,0.0
251,-3.7975273023277714,-3.789316171147619,-4.42722348063848,-1.5271139055700012,-12.306794239082883,-11.771969960726302
252,-4.897681538145459,-4.926230897817213,-0.5856821173000011,-3.6178720832546407,-13.72757327706655,-11.984150414815451
253,-1.7318099566514098,-1.5835330334850477,1.6226146699999981,-1.6140057577268345,-9.141434332036653,-10.701187259320605
254,-2.6072838015699755,-3.7873330294700365,-0.5856821173000011,-4.205065084784998,-11.945213648617322,-11.205483669904861
255,0.0,0.0,0.0,0.0,0.0,0.0
256,5.782634310542187,5.466505414648758,5.926076134297453,9.683,-1.3498034901667701,-1.2859525141743318
257,4.378165189514161,9.683,9.299907403322496,5.9339485496502515,-2.4389682334393816,-1.326164251512917
258,3.105077765581475,5.395298900522396,5.870433661223732,9.683,-1.310009360451767,-1.4336925215805596
259,7.707252722459734,6.815033308411672,11.870000000000001,7.706410307102795,0.6777893951412293,0.6818054991118553
260,0.0,0.0,0.0,0.0,0.0,0.0
261,-4.795738281741799,-4.784575287449931,-5.643267415464251,-3.1369622635119545,-12.986236453448273,-13.664627600556766
262,-5.010758046835374,-4.83262922635413,-2.903765808724425,0.46035320288953574,-11.520752299304657,-13.137906725849245
263,-5.268341148720934,-5.2416261819441115,-5.428630145680542,-2.374402515013022,-12.871606055136871,-14.113371570328292
264,-3.5165510821246344,-3.2122740199946365,-1.5271139055700012,-4.570140031967848,-11.959555052599278,-11.84517693197882
265,0.0,0.0,0.0,0.0,0.0,0.0
266,-4.4616082362317995,-1.5271139055700012,-3.7078696934033246,-4.506025400349922,-11.944535580888168,-11.995166460059924
267,-3.9100553833282476,1.6225390756098113,1.0425777029297822,-4.277912731234665,-11.734701866073607,-11.971375259165303
268,-5.326780567671579,-3.734596442472284,-3.312008489561277,0.4603532029999956,-13.331592941466523,-13.776011436112563
269,-6.6595808692868745,-5.691208836776342,-6.859064674427055,-3.1369622635132197,-14.103462748980675,-14.01904350279403
270,0.0,0.0,0.0,0.0,0.0,0.0
271,-4.865282280928565,-5.7936662590654215,-5.87021006435941,-2.374402515013001,-12.229651665114096,-14.262699656112053
272,0.4603532029999988,-2.0372679573732055,-3.612247935623563,-2.2837460234376046,-9.653306184864032,-9.693244935070814
273,2.9140162999999983,-0.7408027350065862,-4.045818028016601,-4.234020583414948,-8.055431352445648,-10.077503663036623
274,0.4603532029999988,-5.63394107508196,-1.908492856206595,-5.53817366580123,-12.025592185195919,-13.91550689377452
275,0.0,0.0,0.0,0.0,0.0,0.0
276,4.2693971783745805,4.120935855253625,1.8009648018704003,7.714700000000001,-3.985109427918791,-3.44476484375
277,-0.24723223876953104,11.86999261874228,-1.64375,-1.5753125000000001,-1.8963463247828187,-9.256250000000001
278,4.222565594910083,4.1810598737251645,4.28071467611843,7.714700000000001,-3.126267591745153,-3.681729715234514
279,14.3,9.617035306192095,9.682820922602236,9.682329447620408,2.867987098816359,2.8605588080175233
280,0.0,0.0,0.0,0.0,0.0,0.0
