Estado, Sul , Norte , Leste , Oeste , Pegar Passageiro , Deixar Passageiro 
88,-0.5,-0.75,-0.75,-1.5875,0.0,-8.75
89,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0
91,-0.75,-1.1,-0.75,-0.875,-5.0,-10.06875
92,-0.975,-1.390625,-1.4425781249999998,-1.535625,-9.087499999999999,-10.265625
93,0.0,0.0,-0.5,-0.5,-5.0,0.0
94,-0.975,-0.5,0.0,-0.875,-9.6875,-5.0
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0
108,-0.5,0.0,0.0,0.0,-5.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,-0.75,-0.8375,-0.5,-0.75,0.0,-7.5
112,0.0,-0.75,-0.5,-0.75,-5.0,-7.5
113,0.0,0.0,0.0,0.0,0.0,0.0
114,-1.53125,-0.75,-0.5,-1.1,-9.087499999999999,-5.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0
117,-0.5,0.0,-0.75,-0.9375,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,-0.5,0.0,-0.5,-5.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,-0.5,0.0,-0.5,0.0,-5.0
129,-0.5,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,-0.75,-0.75,-0.5,0.0,0.0
132,-0.5,0.0,-0.75,-0.75,-7.5,-5.0
133,0.0,0.0,0.0,0.0,0.0,0.0
134,-0.75,0.0,-0.875,-1.1,0.0,-8.75
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,-0.5,0.0,-0.875,-0.5,-7.5,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0
139,-0.75,0.0,0.0,-0.5,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0
148,-0.5,-1.545,-1.4343750000000002,-1.321875,-10.3828125,-7.725
149,-0.5,-0.5,0.0,-0.5,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0
151,-1.0875,0.0,-1.1,0.0,-5.0,-8.75
152,-1.30625,-0.975,-1.53125,-1.325,-10.579687499999999,-10.078125
153,-0.75,0.0,0.0,0.0,-7.5,0.0
154,-1.3312499999999998,0.0,-0.725,0.0,-8.75,-9.84375
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,-0.5,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0
159,-0.5,0.0,0.0,0.0,0.0,-5.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0
168,-0.875,-1.44375,-0.75,-0.975,-9.7125,-7.8375
169,0.0,0.0,0.0,-0.5,-7.5,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0
171,-1.378125,-0.5,-0.75,-0.875,-9.375,-5.0
172,-1.3875000000000002,-1.9217187500000001,-0.875,-1.5,-9.965625,-9.993749999999999
173,0.0,-0.5,0.0,0.0,0.0,-5.0
174,-0.875,-0.875,-0.75,-0.5,-9.087499999999999,-10.2796875
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,-0.5,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,-0.5,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,-0.75,0.0,-0.75,-5.0,-7.5
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,-1.1,0.0,-0.975,-7.5,-8.75
192,-1.53125,-0.75,-0.975,-0.5,-7.725,-7.5
193,0.0,-0.5,0.0,0.0,0.0,-5.0
194,-0.5,-0.75,-0.975,-1.1,-7.5,-10.024999999999999
195,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,-0.5,-0.5,0.0,0.0
209,-0.5,0.0,0.0,0.0,0.0,-5.0
210,0.0,0.0,0.0,0.0,0.0,0.0
211,-1.55625,0.0,-0.75,-0.96875,-5.0,-9.375
212,-0.5,-0.5,-0.5,-0.75,-5.0,-9.6875
213,0.0,0.0,0.0,0.0,0.0,0.0
214,-2.1087499999999997,-0.9375,-0.875,-1.64375,-10.6484375,-10.565625
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,-1.0875,-0.75,0.0,-0.5,-7.5,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,-0.5,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0
228,-0.5,0.0,0.0,0.0,0.0,0.0
229,0.0,-0.5,0.0,-0.5,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,-1.07625,-0.5,-0.75,-0.5,-5.0,0.0
232,-1.3875000000000002,-0.5,-0.75,-0.75,-8.75,-5.0
233,-0.5,0.0,0.0,0.0,0.0,0.0
234,-0.5,-0.875,-0.5,-1.4375,-7.5,-5.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,-0.5,0.0,0.0,0.0,-8.75,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0
239,-0.975,-0.875,-0.9375,0.0,-7.5,-5.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,-0.5,-1.1,-0.5,0.0,-5.0,-7.5
249,0.0,0.0,0.0,-0.5,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,-1.1625,-0.75,-1.325,-0.75,-7.725,-10.081249999999999
252,-0.9375,-1.3625,-0.8375,-0.875,-9.84375,-9.375
253,-0.5,-0.5,-0.75,0.0,0.0,-7.5
254,-0.875,-0.875,-0.5,-0.75,-9.375,-8.975
255,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,-0.5,0.0,0.0,0.0,-5.0
258,0.0,0.0,0.0,0.0,0.0,0.0
259,-0.75,-0.5,-0.75,-0.875,0.0,-5.0
260,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,-0.5,-0.5,-0.75,-5.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0
271,-1.275,-1.19375,-0.875,-0.875,-10.021875000000001,-7.5
272,-0.9375,-1.64375,-1.321875,-0.75,-10.278125,-9.7125
273,-1.671875,0.0,-0.875,-0.5,-9.375,-8.75
274,0.0,-0.875,-0.75,0.0,-7.5,-9.375
275,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,-0.75,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0
279,0.0,-0.5,0.0,-0.75,0.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,-0.5,-0.5,0.0,-5.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0
291,-1.528125,-0.5,0.0,-1.0875,0.0,-5.0
292,-0.75,-1.2125,-1.5,-1.62890625,-10.3203125,-9.087499999999999
293,-0.5,0.0,0.0,-0.875,-7.5,-9.6875
294,-0.75,-0.975,0.0,0.0,-5.0,-5.0
295,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0
297,-0.75,0.0,-0.75,-0.5,-5.0,-8.75
298,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0
309,-0.875,0.0,0.0,0.0,0.0,-5.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,-1.7296875,-0.875,-1.7296875,-1.2125,-5.0,-9.88125
312,-0.5,-0.5,0.0,0.0,-5.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0
314,-2.1349804687500002,-1.6875,-2.221875,-2.4244921875,-8.259375,-11.08125
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0
317,-1.490625,-0.875,-1.275,-0.975,-9.712499999999999,-10.237499999999999
318,0.0,0.0,0.0,0.0,0.0,0.0
319,-1.2,-0.5,0.0,-0.75,0.0,0.0
320,0.0,0.0,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0,0.0,0.0
328,-0.75,0.0,-0.5,-0.5,-7.5,-9.6875
329,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0
331,-1.5,-0.75,-0.725,-0.984375,-8.75,-9.6875
332,-0.875,-0.9375,-0.984375,-1.53125,-7.8375,-9.0875
333,0.0,-0.5,-0.5,0.0,0.0,0.0
334,-1.1,-0.5,-0.9375,-0.975,-9.087499999999999,-7.725
335,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0
337,-0.75,0.0,-0.75,-0.5,-8.75,-5.0
338,0.0,0.0,0.0,0.0,0.0,0.0
339,-0.75,-0.875,-0.875,-0.5,-7.725,-9.712499999999999
340,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0
348,-0.5,-0.75,-0.5,-0.5,-7.5,-5.0
349,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0
351,-0.5,-1.1,-0.75,-0.75,-5.0,-5.0
352,-1.771875,-0.875,-0.875,-1.7015625,-5.0,-9.375
353,0.0,-0.5,0.0,-0.5,-8.75,0.0
354,-1.1625,-1.275,-0.9921875,-1.275,-5.0,-7.5
355,0.0,0.0,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0
357,-0.75,-0.5,-0.875,-0.75,-5.0,-5.0
358,0.0,0.0,0.0,0.0,0.0,0.0
359,-0.9375,-0.5,-0.875,-0.975,0.0,-9.6875
360,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0,0.0
371,-1.68875,-1.55625,-1.62890625,-0.975,-10.493437499999999,-9.768749999999999
372,0.0,-1.5,-0.5,0.0,0.0,-5.0
373,-1.5187499999999998,-0.9375,-1.41796875,-1.7515625,-10.6171875,-10.05
374,0.0,-0.5,-0.5,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0,0.0
377,-0.5,0.0,-0.75,-0.75,0.0,-7.5
378,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0
391,-2.4399609375,-0.9375,-0.975,-1.3624999999999998,-10.7888671875,-7.725
392,-0.75,-0.975,-0.5,0.0,0.0,-5.0
393,-0.96875,-0.75,-0.975,-1.75625,-9.6,-10.109375
394,-1.1,-0.75,-0.75,-0.75,-7.5,-5.0
395,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0
397,-1.2125,-0.5,-0.75,-0.75,0.0,-5.0
398,0.0,0.0,0.0,0.0,0.0,0.0
399,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0.0,0.0,0.0
409,-0.75,-0.75,0.0,-0.5,-1.5890624999999998,-8.75
410,0.0,0.0,0.0,0.0,0.0,0.0
411,-0.875,-1.53125,-1.1,-1.584375,-1.3781249999999998,-7.5
412,0.0,-0.5,0.0,0.0,0.0,-5.0
413,0.0,0.0,0.0,0.0,0.0,0.0
414,-1.868818359375,-2.23359375,-1.8756445312500003,-2.1256874999999997,-10.92005859375,-9.436250000000001
415,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0,0.0,0.0
417,-1.325,-1.43515625,-1.2125,-1.325,-7.8375,-0.96875
418,0.0,0.0,0.0,0.0,0.0,0.0
419,-1.275,-0.875,-1.43515625,-1.4203125,-10.081249999999999,-1.615625
420,0.0,0.0,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0,0.0,0.0
428,-0.75,-0.5,-0.5,-0.5,0.0,-7.5
429,0.0,0.0,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0,0.0,0.0
431,-1.1,-0.9375,-0.9375,-1.5593750000000002,-9.7125,-10.4765625
432,-0.96875,-1.325,-1.64375,-0.5,0.0,-5.0
433,0.0,0.0,0.0,0.0,0.0,0.0
434,-0.5,-1.1,-1.26875,-1.275,-9.712499999999999,-5.0
435,0.0,0.0,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0,0.0,0.0
437,-0.5,-0.5,-0.5,-0.5,0.0,-5.0
438,0.0,0.0,0.0,0.0,0.0,0.0
439,-0.75,-1.1625,0.0,-0.875,-5.0,-8.75
440,0.0,0.0,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,0.0,0.0,0.0
445,0.0,0.0,0.0,0.0,0.0,0.0
446,0.0,0.0,0.0,0.0,0.0,0.0
447,0.0,0.0,0.0,0.0,0.0,0.0
448,0.0,-0.75,0.0,0.0,-5.0,0.0
449,0.0,0.0,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0,0.0,0.0
451,-1.1625,-0.5,-0.5,-1.275,-10.024999999999999,-7.725
452,-1.390625,-0.96875,-1.3312499999999998,-0.96875,-9.965625,-8.975
453,0.0,0.0,0.0,0.0,0.0,0.0
454,-1.33125,-0.9375,-1.6859375,-1.2125,-10.69921875,-9.712499999999999
455,0.0,0.0,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,0.0,0.0,0.0
457,-0.96875,-0.875,-0.5,0.0,-8.75,-5.0
458,0.0,0.0,0.0,0.0,0.0,0.0
459,0.0,-0.75,-0.5,-0.75,-5.0,-5.0
460,0.0,0.0,0.0,0.0,0.0,0.0
461,0.0,0.0,0.0,0.0,0.0,0.0
462,0.0,0.0,0.0,0.0,0.0,0.0
463,0.0,0.0,0.0,0.0,0.0,0.0
464,0.0,0.0,0.0,0.0,0.0,0.0
465,0.0,0.0,0.0,0.0,0.0,0.0
466,0.0,0.0,0.0,0.0,0.0,0.0
467,0.0,0.0,0.0,0.0,0.0,0.0
468,0.0,0.0,0.0,0.0,0.0,0.0
469,0.0,0.0,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0,0.0,0.0
471,-2.0732890625,-1.4425781249999998,-1.951953125,-2.17880859375,-11.237850341796875,-10.731874999999999
472,-0.75,-0.5,-0.5,0.0,0.0,0.0
473,-1.4187500000000002,-1.801171875,-1.223046875,-1.275,-0.875,-9.087499999999999
474,0.0,0.0,-0.725,0.0,0.0,0.0
475,0.0,0.0,0.0,0.0,0.0,0.0
476,0.0,0.0,0.0,0.0,0.0,0.0
477,-0.5,-0.5,-1.325,0.0,-9.375,-1.38125
478,0.0,0.0,0.0,0.0,0.0,0.0
479,0.0,0.0,0.0,0.0,0.0,0.0
480,0.0,0.0,0.0,0.0,0.0,0.0
481,0.0,0.0,0.0,0.0,0.0,0.0
482,0.0,0.0,0.0,0.0,0.0,0.0
483,0.0,0.0,0.0,0.0,0.0,0.0
484,0.0,0.0,0.0,0.0,0.0,0.0
485,0.0,0.0,0.0,0.0,0.0,0.0
486,0.0,0.0,0.0,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0,0.0,0.0
491,-1.84296875,-1.7703125,-1.806875,-1.86087890625,-10.94890625,-10.30453125
492,0.0,-0.5,0.0,-0.75,-5.0,0.0
